1-r,GFLOPs, worts-case GFLOPs,mIoU_cs_val
1.0,25.36,
0.99,25.90,
0.9,30.82,
0.8,34.49,
0.7,39.27,,74.94
0.6,45.66,
0.5,52.40,,75.37
0.4,60.74,
0.3,68.70,
0.2,76.58,
0.1,84.40,
0.01,93.79,
0.0,96.13,
